	X4EBP1	X4EBP1p37	AcCoAp	Akt	Aktp308	Aktp473	AMPKp	B.Catenin	Bcl2	Caveolin.1	CCNB1	CCND1	CD31	cJUN	cleaved.caspase.7	Collagen.VI	E.cadherin	EGFR	EGFRp1068	ER	ERK2	Fortilin	GSK3	GSK3p21.9	IGFR1	JNK	JNKp183.5	MAPKp	MEK1	mTor	p110alpha	p21	p38	p38p	p53	p70S6.Kinase	p70S6Kp389	PAI1	PDK1	PDK1p241	PKCalphap657	PKCalpha	PR	PTEN	Rab25	Rb	S6p235.236	S6p240.244	src	srcp416	srcp527	stat3	stat3p705	TSC2	VEGFR2	COMT	ERp118	Stathmin	Telomerase	YB1	CCNE1	AR	GATA3	NOTCH3	IGFBP2	FGFR1	HER2	HER2p1248	EN1	EIG121
akt_25_gene_list/adap_adap_single/akt	0.170587591640223	0.117846591530802	0.406061932377722	0.564722617354196	-0.250027355290513	-0.208666156034577	0.295108874056242	-0.360105044315571	0.136885873727979	-0.675237991027465	-0.540212277054382	0.428602691760586	0.264033264033264	-0.537148484516906	-0.00514279461647883	-0.205164678848889	0.138198927672612	-0.333625123098807	-0.320494583652478	0.645256592625014	-0.208228471386366	-0.339752708173761	0.436699857752489	0.112813218076376	-0.0138964875806981	-0.0178356494145968	-0.130101761680709	-0.3892110734216	-0.156581682897472	0.0626983258562206	-0.0867709815078236	-0.29379582011161	0.0257139730823941	-0.652916073968705	-0.169931064667907	0.524674472042893	0.347412189517453	-0.395557500820659	0.568661779188095	0.543932596564175	-0.297078454973192	-0.305175620965095	0.487908961593172	0.509355509355509	0.34172228909071	-0.0178356494145968	0.0784549731918153	0.181529707845497	-0.144326512747565	-0.160520844731371	-0.232957654010286	-0.592953277163803	-0.524017945070577	0.410657621183937	-0.399934347302768	0.416128679286574	0.641317430791115	-0.211073421599737	-0.566254513622935	-0.434292592187329	-0.225517014990699	0.681365576102418	0.441076704234599	0.30298719772404	0.69821643505854	0.109530583214794	0.537586169165116	0.527300579932159	-0.261844840792209	0.367545683335157
akt_275_gene_list/adap_adap_single/akt	0.082394135025714	0.0370937739358792	0.432760695918591	0.510230878651931	-0.25068388226283	-0.291607396870555	0.210198052303315	-0.39402560455192	0.0607287449392712	-0.663639347849874	-0.398621293358135	0.28022759601707	0.361199255936098	-0.589889484626327	0.0777984462194988	-0.224203961046066	0.200568990042674	-0.333625123098807	-0.151985994091257	0.645037750300908	-0.247401247401247	-0.379144326512747	0.376737060947587	0.0828318196739249	0.0552576868366342	0.0366560892876682	-0.11215669110406	-0.261625998468104	-0.185687712003501	0.231206915417442	0.0876463508042455	-0.214793741109531	0.107561002297844	-0.626654995076048	-0.280665280665281	0.543932596564175	0.280665280665281	-0.442608600503337	0.643068169383959	0.664952401794507	-0.397527081737608	-0.387022650180545	0.457708720866616	0.49622496990918	0.438669438669439	0.0591968486705329	0.0322792428055586	0.11937848779954	-0.151110624794835	0.0887405624247729	-0.198599409125725	-0.492285808075282	-0.33931502352555	0.352007878323668	-0.379363168836853	0.439763650289966	0.753364700733122	-0.227048911259438	-0.517452675347412	-0.401903928219718	-0.132727869569975	0.644600065652697	0.414815625341941	0.190939927782033	0.617682459787723	-0.160520844731371	0.645475434949119	0.666484298063245	-0.222453222453222	0.421818579713317
akt_300_gene_list/adap_adap_single/akt	0.0732027574132837	0.0213371266002845	0.411751832804464	0.508261297734982	-0.240835977678083	-0.293576977787504	0.193566035671299	-0.413502571397308	0.0587591640223219	-0.663420505525769	-0.398183608709924	0.264908633329686	0.361418098260203	-0.562096509464931	0.0977130977130977	-0.228580807528176	0.179122442280337	-0.3373454426086	-0.125724915198599	0.619214356056461	-0.25309114782799	-0.372360214465478	0.337564284932706	0.0646679067731699	0.0438778859831491	0.0117080643396433	-0.0935550935550935	-0.251121566911041	-0.204508151876573	0.227048911259438	0.0898347740453004	-0.222015537805011	0.0806433964328701	-0.60958529379582	-0.26665937192253	0.530802057117846	0.268410110515374	-0.450924608819346	0.633220264799212	0.651603020024073	-0.376955903271693	-0.365138417769997	0.469745048692417	0.482875588138746	0.442827442827443	0.0583214793741109	0.0287777656198709	0.110624794835321	-0.154393259656418	0.0920231972863552	-0.221359010832695	-0.476529160739687	-0.312616259984681	0.330561330561331	-0.364044206149469	0.443483969799759	0.765401028558923	-0.223985118721961	-0.499507604770763	-0.411751832804464	-0.11937848779954	0.639566692198271	0.395776343144764	0.188094977568662	0.612867928657402	-0.186125396651712	0.653791443265127	0.681584418426524	-0.194879089615932	0.436481015428384
akt_350_gene_list/adap_adap_single/akt	0.0331546121019805	-0.0180544917387023	0.408469197942882	0.503665608928767	-0.251778093883357	-0.299923405186563	0.202757413283729	-0.421162052741	0.0594156909946384	-0.667578509683773	-0.411314148156253	0.267753583543057	0.369734106576212	-0.558376189955137	0.0922420396104607	-0.22836196520407	0.174526753474122	-0.308020571178466	-0.158332421490316	0.606521501258343	-0.257030309661889	-0.392712550607287	0.341065762118394	0.0528504212714739	0.0624794835321151	0.0189298610351242	-0.10099573257468	-0.238209869788817	-0.224203961046066	0.213699529489003	0.0677316993106467	-0.22114016850859	0.0848014005908743	-0.608709924499398	-0.246525878104825	0.533209322683007	0.286136338767918	-0.438450596345333	0.634971003392056	0.632782580151001	-0.35529051318525	-0.346317977896925	0.474121895174527	0.491629281102965	0.447641973957763	0.0263705000547106	0.0283400809716599	0.117190064558486	-0.179778969252653	0.0605099026151658	-0.236677973520079	-0.484407484407484	-0.310865521391837	0.299485720538352	-0.378268957216326	0.460334828755881	0.761243024400919	-0.247401247401247	-0.527957106904475	-0.415909836962468	-0.132727869569975	0.651821862348178	0.387679177152861	0.205164678848889	0.606521501258343	-0.205821205821206	0.655761024182077	0.696684538789802	-0.206696575117628	0.467118940803151
akt_400_gene_list/adap_adap_single/akt	0.0550388445125287	-0.00361089834774045	0.399496662654557	0.475872633767371	-0.190283400809717	-0.241273662326294	0.20757194441405	-0.388773388773389	0.0493489440857862	-0.662763978553452	-0.412627202100886	0.263376737060948	0.365138417769997	-0.527081737608053	0.12375533428165	-0.218732902943429	0.192690666374877	-0.298172666593719	-0.136667031403873	0.594704015756647	-0.257905678958311	-0.389867600393916	0.319619214356056	0.0767042345989714	0.0145530145530146	0.00842542947806106	-0.0690447532552796	-0.246088193456614	-0.194222562643615	0.206040048145311	0.0478170478170478	-0.236459131195973	0.0495677864098917	-0.564722617354196	-0.216106795054163	0.506291716818033	0.253747674800306	-0.453769559032717	0.610241820768136	0.611117190064558	-0.333843965422913	-0.325309114782799	0.487908961593172	0.463836305941569	0.466900098479046	0.0149906992012255	0.0528504212714739	0.110624794835321	-0.172119487908962	0.046066309224204	-0.242149031622716	-0.489222015537805	-0.276507276507276	0.279789911368859	-0.349600612758507	0.445672393040814	0.781814202866834	-0.210635736951526	-0.507167086114454	-0.41875478717584	-0.155268628952839	0.653134916292811	0.359448517343254	0.215450268081847	0.599299704562862	-0.217201006674691	0.67545683335157	0.723383302330671	-0.200350147718569	0.483532115111062
akt_450_gene_list/adap_adap_single/akt	0.0686070686070686	-0.00207900207900208	0.411751832804464	0.478061057008425	-0.233395338658497	-0.273224641645694	0.20319509793194	-0.390086442718022	0.0440967283072546	-0.684648210964	-0.426414268519532	0.256373782689572	0.347849874165664	-0.539993434730277	0.106904475325528	-0.242149031622716	0.202757413283729	-0.319838056680162	-0.154830944304628	0.600831600831601	-0.261625998468104	-0.420724368092789	0.336032388663968	0.0609475872633767	0.0471605208447314	0.0314038735091367	-0.103621840463946	-0.227924280555859	-0.203413940256045	0.19881825144983	0.0375314585840902	-0.239085239085239	0.082394135025714	-0.596673596673597	-0.226830068935332	0.520078783236678	0.239741766057556	-0.469307364044206	0.631688368530474	0.623591202538571	-0.383958857643068	-0.371703687493161	0.483750957435168	0.465805886858518	0.464711675237991	-0.00207900207900208	0.0237443921654448	0.0977130977130977	-0.159645475434949	0.051537367326841	-0.224203961046066	-0.5049786628734	-0.277601488127804	0.296640770324981	-0.350257139730824	0.438669438669439	0.773060509902615	-0.240179450705766	-0.520735310208994	-0.429696903381114	-0.177590546011599	0.669766932924828	0.390086442718022	0.208884998358683	0.620527410001094	-0.211729948572054	0.671955356165882	0.717912244228034	-0.215012583433636	0.461429040376409
akt_500_gene_list/adap_adap_single/akt	0.0780172885436043	-0.000765948134369187	0.410219936535726	0.483532115111062	-0.232957654010286	-0.277382645803698	0.195973301236459	-0.385490753911806	0.0852390852390852	-0.68902505744611	-0.413502571397308	0.26906663748769	0.366013787066419	-0.563190721085458	0.125724915198599	-0.23711565816829	0.222234380129117	-0.320494583652478	-0.11259437575227	0.617244775139512	-0.268628952839479	-0.405624247729511	0.341065762118394	0.0552576868366342	0.0381879855564066	0.0235255498413393	-0.0535069482437903	-0.234270707954918	-0.191596454754349	0.186781923624029	0.0375314585840902	-0.234927234927235	0.0832695043221359	-0.583543057227268	-0.256373782689572	0.540212277054382	0.261407156143998	-0.481124849545902	0.622059306269833	0.622496990918043	-0.370609475872634	-0.370609475872634	0.492066965751176	0.480030637925375	0.48703359229675	0.0128022759601707	0.0285589232957654	0.0970565707407813	-0.163365794944742	0.076047707626655	-0.223109749425539	-0.497538023853813	-0.256811467337783	0.292045081518766	-0.3373454426086	0.431447641973958	0.794725899989058	-0.191377612430244	-0.494911915964547	-0.40759382864646	-0.144764197395776	0.668453878980195	0.382645803698435	0.225079330342488	0.610679505416347	-0.204726994200678	0.679177152861363	0.726665937192253	-0.209541525330999	0.457052193894299
akt_50_gene_list/adap_adap_single/akt	0.156581682897472	0.134040923514608	0.404311193784878	0.582011160958529	-0.207353102089944	-0.161833898676004	0.289637815953605	-0.365794944742313	0.167086114454536	-0.670423459897144	-0.524236787394682	0.443483969799759	0.272130430025167	-0.538461538461538	0.0581026370500055	-0.199693620746252	0.120253857095962	-0.302768355399934	-0.324871430134588	0.651603020024073	-0.199255936098041	-0.34850640113798	0.445453550716709	0.101433417222891	-0.0184921763869132	0.0119269066637488	-0.142794616478827	-0.410876463508042	-0.136010504431557	0.0714520188204399	-0.0707954918481234	-0.303206040048145	-0.0171791224422803	-0.643287011708064	-0.145201882043987	0.479155268628953	0.357478936426305	-0.354196301564723	0.555093555093555	0.552029762556078	-0.302549513075829	-0.30298719772404	0.480030637925375	0.503446766604661	0.31217857533647	0.0149906992012255	0.10099573257468	0.193566035671299	-0.160302002407266	-0.215887952730058	-0.252215778531568	-0.594266331108436	-0.542400700295437	0.409125724915199	-0.424663529926688	0.411314148156253	0.639785534522377	-0.171681803260751	-0.58682569208885	-0.457052193894299	-0.261625998468104	0.685523580260422	0.442170915855126	0.290513185250027	0.659919028340081	0.112375533428165	0.531677426414268	0.530364372469636	-0.276507276507276	0.381113907429697
akt_5_gene_list/adap_adap_single/akt	0.0747346536820221	-0.0484735747893643	0.397964766385819	0.616807090491301	-0.193128351023088	-0.133603238866397	0.252434620855673	-0.28022759601707	0.0852390852390852	-0.626217310427837	-0.494036546668126	0.395776343144764	0.254841886420834	-0.614399824926141	0.120472699420068	-0.166429587482219	0.244775139511982	-0.189845716161506	-0.195097931940037	0.59601706970128	-0.267753583543057	-0.299048035890141	0.412846044424992	0.0876463508042455	-0.103621840463946	0.0434402013349382	-0.0370937739358792	-0.362949994528942	-0.00755006018163913	0.193566035671299	0.0305285042127147	-0.152861363387679	0.00689353320932268	-0.746142904037641	-0.120253857095962	0.554655870445344	0.292482766166977	-0.466024729182624	0.661450924608819	0.594485173432542	-0.370609475872634	-0.375424007002954	0.447860816281869	0.587263376737061	0.395776343144764	0.00951964109858847	0.0626983258562206	0.163803479592953	-0.195535616588248	-0.0780172885436043	-0.277820330451909	-0.484407484407484	-0.345661450924609	0.378268957216326	-0.315461210198052	0.43035343035343	0.697341065762118	-0.134259765838713	-0.508480140059087	-0.356384724805777	-0.241054820002188	0.692088849983587	0.413064886749097	0.344567239304081	0.672393040814093	-0.0546011598643178	0.575883575883576	0.610241820768136	-0.249808512966408	0.513732355837619
akt_75_gene_list/adap_adap_single/akt	0.129007550060182	0.088302877776562	0.387679177152861	0.578071999124631	-0.232957654010286	-0.232082284713864	0.235583761899551	-0.382864646022541	0.164241164241164	-0.670204617573039	-0.485282853703906	0.38724149250465	0.336032388663968	-0.564284932705985	0.0686070686070686	-0.198599409125725	0.186125396651712	-0.273005799321589	-0.266440529598424	0.655979866506182	-0.21917058759164	-0.362949994528942	0.457271036218405	0.116314695262064	0.0307473465368202	0.0486924171134697	-0.128788707736076	-0.400372031950979	-0.141481562534194	0.147609147609148	0.0154283838494365	-0.283729073202757	0.0386256702046176	-0.668891563628406	-0.156800525221578	0.48703359229675	0.352445562971879	-0.360761571287887	0.614399824926141	0.629718787613524	-0.362512309880731	-0.36645147171463	0.479592953277164	0.490535069482438	0.359886201991465	0.0666374876901193	0.0235255498413393	0.140606193237772	-0.144983039719882	-0.143888828099354	-0.210854579275632	-0.546339862129336	-0.48703359229675	0.416347521610679	-0.439325965641755	0.426195426195426	0.672174198489988	-0.15570631360105	-0.567567567567568	-0.439763650289966	-0.208666156034577	0.693839588576431	0.45989714410767	0.27825801510012	0.631469526206368	0.0090819564503775	0.571506729401466	0.566692198271146	-0.274756537914433	0.40080971659919
bad_100_gene_list/adap_adap_single/bad	0.176496334391071	0.0843637159426633	0.425757741547215	0.55968924389977	-0.190283400809717	-0.172994857205383	0.218514060619324	-0.361855782908414	0.208009629062261	-0.661669766932925	-0.526644052959842	0.441295546558704	0.364263048473575	-0.566254513622935	0.0920231972863552	-0.1736513841777	0.143232301127038	-0.269723164460007	-0.234489550279024	0.638691322901849	-0.258343363606521	-0.345004923952292	0.434511434511434	0.120910384068279	-0.0655432760695919	0.0718897034686508	-0.139293139293139	-0.331436699857752	-0.14651493598862	0.0891782470729839	-0.0837071889703469	-0.320275741328373	-0.0287777656198709	-0.614399824926141	-0.190064558485611	0.504322135901083	0.365357260094102	-0.381113907429697	0.553123974176606	0.549841339315023	-0.249151985994091	-0.295984243352664	0.450268081847029	0.459459459459459	0.320275741328373	0.0176168070904913	0.0802057117846591	0.1736513841777	-0.165116533537586	-0.16446000656527	-0.234927234927235	-0.593172119487909	-0.466462413830835	0.421162052741	-0.371047160520845	0.392056023634971	0.664733559470401	-0.147171462960937	-0.552248604880184	-0.362949994528942	-0.249370828318197	0.702155596892439	0.403654666812562	0.283291388554546	0.612430244009191	0.120035014771857	0.573913994966626	0.571725571725572	-0.338439654229128	0.325965641755115
